"two_year_recid","score_text","decile_score","race","age_cat","c_charge_degree","sex","priors_count"
0,"Low",3,"Caucasian","25 - 45","F","Male",3
1,"Low",3,"African-American","Less than 25","F","Male",1
0,"Low",3,"African-American","25 - 45","M","Male",2
0,"Low",1,"Caucasian","Greater than 45","M","Female",0
1,"Medium",6,"African-American","25 - 45","F","Male",1
0,"Medium",7,"African-American","Greater than 45","F","Male",25
0,"Medium",7,"Caucasian","25 - 45","F","Male",4
0,"Low",2,"African-American","25 - 45","F","Male",3
1,"Medium",6,"Caucasian","25 - 45","F","Male",0
1,"High",9,"Caucasian","25 - 45","F","Male",15
0,"Low",2,"African-American","25 - 45","F","Male",0
0,"Low",1,"Caucasian","Greater than 45","M","Male",0
1,"High",9,"Caucasian","25 - 45","F","Male",0
0,"Low",2,"Caucasian","Greater than 45","F","Female",4
1,"Medium",7,"African-American","25 - 45","F","Male",3
0,"High",8,"African-American","25 - 45","F","Male",1
0,"Medium",5,"African-American","25 - 45","F","Female",0
0,"Low",2,"Caucasian","25 - 45","M","Female",0
1,"Low",2,"Caucasian","25 - 45","F","Male",1
0,"Low",2,"African-American","25 - 45","M","Female",0
0,"Medium",6,"African-American","25 - 45","M","Male",3
1,"Low",4,"Caucasian","Less than 25","F","Male",4
0,"Low",2,"African-American","25 - 45","F","Male",0
0,"Low",1,"Caucasian","Greater than 45","M","Male",0
0,"Low",3,"African-American","25 - 45","M","Female",0
0,"Medium",7,"Caucasian","25 - 45","M","Female",0
0,"Low",4,"Caucasian","25 - 45","M","Female",4
0,"Medium",7,"African-American","Less than 25","F","Female",0
1,"Low",1,"Caucasian","25 - 45","F","Male",5
0,"Low",1,"Caucasian","25 - 45","F","Male",0
0,"Low",2,"African-American","Greater than 45","F","Male",3
1,"Medium",7,"African-American","Less than 25","F","Male",8
0,"High",9,"African-American","25 - 45","F","Male",4
1,"Medium",6,"African-American","25 - 45","F","Male",10
1,"High",9,"African-American","25 - 45","F","Female",4
0,"High",8,"African-American","Greater than 45","M","Male",2
0,"High",9,"African-American","25 - 45","M","Male",0
1,"Medium",5,"African-American","Less than 25","M","Male",0
1,"High",9,"African-American","Greater than 45","F","Male",22
1,"Low",3,"Caucasian","Greater than 45","F","Female",3
1,"Medium",6,"African-American","25 - 45","F","Male",10
0,"Low",1,"African-American","Greater than 45","M","Male",1
1,"High",10,"African-American","Less than 25","F","Male",1
1,"High",9,"Caucasian","Less than 25","M","Male",4
1,"Medium",6,"Caucasian","25 - 45","F","Female",2
1,"Medium",5,"Caucasian","25 - 45","M","Male",3
1,"High",9,"African-American","Less than 25","F","Male",1
0,"Medium",7,"African-American","Less than 25","F","Male",0
1,"Low",2,"African-American","Greater than 45","F","Male",8
0,"Low",4,"African-American","25 - 45","F","Male",5
0,"Medium",5,"Caucasian","25 - 45","F","Male",1
1,"Low",1,"African-American","25 - 45","M","Female",0
1,"Low",2,"Caucasian","25 - 45","F","Male",1
0,"High",9,"African-American","25 - 45","M","Male",8
1,"Low",4,"African-American","Greater than 45","F","Male",5
0,"Medium",6,"African-American","25 - 45","M","Female",0
0,"Medium",6,"Caucasian","Less than 25","F","Male",2
0,"Medium",5,"Caucasian","25 - 45","F","Male",4
0,"Medium",6,"African-American","Greater than 45","F","Male",21
0,"High",10,"Caucasian","Less than 25","F","Male",4
1,"Low",3,"Caucasian","25 - 45","F","Male",1
0,"Low",4,"Caucasian","Less than 25","M","Male",0
0,"Low",4,"African-American","25 - 45","M","Male",6
1,"Medium",7,"African-American","25 - 45","F","Male",9
0,"High",8,"African-American","Greater than 45","M","Male",15
0,"Low",4,"African-American","25 - 45","M","Male",1
1,"Low",3,"African-American","Greater than 45","F","Male",10
0,"High",9,"African-American","Less than 25","F","Male",2
1,"Medium",7,"African-American","25 - 45","F","Female",5
1,"High",9,"Caucasian","25 - 45","F","Female",2
0,"Low",4,"Caucasian","25 - 45","F","Male",5
0,"Low",1,"Caucasian","25 - 45","M","Male",2
1,"Low",4,"African-American","25 - 45","F","Male",4
0,"Low",2,"Caucasian","25 - 45","F","Male",1
0,"Low",1,"Caucasian","Greater than 45","F","Male",0
0,"Medium",5,"Caucasian","Greater than 45","M","Male",1
1,"Medium",5,"Caucasian","25 - 45","F","Female",1
0,"High",8,"Caucasian","25 - 45","F","Male",4
1,"Low",2,"African-American","Less than 25","M","Male",3
0,"Low",2,"Caucasian","Less than 25","M","Male",1
1,"High",10,"African-American","25 - 45","F","Male",18
1,"Medium",6,"African-American","25 - 45","M","Male",1
1,"High",10,"African-American","25 - 45","F","Female",7
0,"Medium",7,"African-American","25 - 45","F","Male",20
0,"Low",1,"African-American","25 - 45","M","Female",1
1,"High",9,"African-American","25 - 45","F","Male",16
1,"Low",2,"Caucasian","25 - 45","M","Male",1
0,"Low",1,"Caucasian","Greater than 45","F","Male",7
0,"Medium",5,"African-American","25 - 45","F","Male",1
1,"Low",3,"African-American","Greater than 45","F","Male",0
0,"Low",3,"African-American","25 - 45","F","Male",2
0,"Low",1,"Caucasian","Greater than 45","F","Female",0
0,"Low",2,"Caucasian","Greater than 45","M","Male",7
0,"Low",1,"African-American","25 - 45","M","Female",0
0,"Medium",5,"Caucasian","Less than 25","F","Male",3
1,"Medium",7,"African-American","25 - 45","F","Male",11
1,"Medium",6,"African-American","25 - 45","F","Male",2
0,"Medium",5,"African-American","Less than 25","F","Male",0
1,"High",9,"African-American","25 - 45","M","Male",5
1,"High",8,"African-American","25 - 45","F","Male",1
1,"High",8,"African-American","25 - 45","F","Male",17
0,"Medium",5,"Caucasian","25 - 45","F","Female",0
0,"Medium",5,"Caucasian","Greater than 45","M","Male",0
0,"Medium",7,"African-American","Less than 25","F","Female",0
1,"Medium",7,"African-American","25 - 45","F","Male",4
1,"Medium",7,"African-American","25 - 45","M","Male",12
1,"Low",3,"African-American","Less than 25","M","Male",0
1,"Medium",6,"Caucasian","Greater than 45","M","Male",1
0,"Low",2,"Caucasian","Less than 25","M","Male",0
0,"Low",1,"African-American","Greater than 45","F","Female",2
1,"Medium",7,"African-American","Less than 25","F","Male",0
0,"Medium",7,"African-American","25 - 45","F","Male",14
0,"Low",1,"African-American","25 - 45","F","Male",1
0,"Low",2,"African-American","25 - 45","F","Female",3
1,"High",8,"African-American","25 - 45","F","Male",16
0,"Low",2,"Caucasian","25 - 45","M","Female",1
1,"Medium",5,"African-American","Less than 25","F","Male",0
1,"Low",4,"Caucasian","Less than 25","M","Male",0
0,"Medium",5,"Caucasian","Less than 25","M","Male",1
0,"Medium",6,"African-American","25 - 45","M","Male",7
0,"Medium",5,"African-American","25 - 45","F","Male",0
0,"Medium",7,"Caucasian","25 - 45","F","Male",0
0,"High",8,"African-American","25 - 45","F","Male",1
1,"Medium",7,"African-American","25 - 45","F","Male",22
1,"High",9,"African-American","Less than 25","M","Male",0
1,"Medium",7,"African-American","25 - 45","F","Male",9
0,"Low",1,"African-American","25 - 45","F","Male",2
0,"Low",4,"African-American","25 - 45","F","Male",1
0,"Low",2,"African-American","25 - 45","F","Male",7
0,"Low",1,"Caucasian","Greater than 45","F","Female",2
0,"Low",1,"Caucasian","25 - 45","M","Female",0
1,"Medium",6,"Caucasian","25 - 45","F","Male",6
1,"Medium",5,"African-American","25 - 45","F","Male",2
0,"High",10,"Caucasian","25 - 45","M","Male",1
0,"Low",2,"African-American","25 - 45","M","Male",2
1,"High",8,"African-American","25 - 45","F","Male",6
1,"Medium",5,"African-American","Less than 25","F","Male",2
1,"Medium",6,"African-American","Greater than 45","F","Male",29
1,"High",8,"African-American","25 - 45","M","Female",23
1,"Low",2,"African-American","25 - 45","F","Male",3
1,"Medium",5,"African-American","25 - 45","F","Male",1
1,"High",8,"African-American","Less than 25","F","Male",2
0,"Low",4,"African-American","Greater than 45","F","Male",5
0,"Low",4,"Caucasian","25 - 45","M","Male",0
0,"Low",1,"Caucasian","Greater than 45","F","Female",6
1,"High",8,"African-American","Greater than 45","F","Male",16
0,"Low",2,"Caucasian","Greater than 45","M","Male",2
0,"Low",2,"Caucasian","25 - 45","M","Male",0
0,"Low",4,"African-American","25 - 45","M","Female",2
1,"High",8,"Caucasian","Less than 25","F","Female",4
1,"Medium",7,"Caucasian","25 - 45","F","Male",3
0,"Medium",6,"Caucasian","Less than 25","F","Male",1
1,"High",8,"Caucasian","Less than 25","F","Male",1
0,"Low",3,"African-American","25 - 45","F","Female",0
1,"Medium",6,"African-American","25 - 45","F","Male",10
0,"Low",1,"Caucasian","25 - 45","M","Male",0
1,"Low",3,"African-American","Less than 25","F","Male",0
0,"Medium",5,"African-American","25 - 45","F","Male",9
0,"Medium",7,"African-American","25 - 45","M","Male",5
0,"Low",3,"African-American","Less than 25","F","Female",0
1,"Medium",7,"African-American","Greater than 45","F","Female",0
1,"Medium",5,"African-American","Less than 25","M","Female",0
0,"Low",2,"Caucasian","Greater than 45","F","Male",0
0,"Medium",6,"African-American","Greater than 45","M","Male",2
1,"Medium",5,"African-American","Less than 25","F","Male",2
0,"Low",3,"Caucasian","25 - 45","F","Male",1
0,"Low",1,"Caucasian","Greater than 45","F","Female",0
0,"Low",4,"Caucasian","Less than 25","M","Male",0
1,"Low",4,"Caucasian","25 - 45","F","Male",10
1,"Low",2,"African-American","25 - 45","F","Female",5
1,"Medium",5,"African-American","Less than 25","F","Male",4
1,"Medium",6,"Caucasian","25 - 45","F","Female",3
0,"Medium",6,"Caucasian","Less than 25","F","Female",0
1,"Low",1,"Caucasian","25 - 45","M","Male",1
1,"Low",4,"Caucasian","Greater than 45","F","Male",9
1,"Low",4,"African-American","25 - 45","F","Male",4
0,"Medium",6,"Caucasian","25 - 45","F","Male",2
1,"High",10,"Caucasian","Less than 25","F","Male",1
0,"Low",2,"Caucasian","Greater than 45","F","Male",0
0,"Low",3,"African-American","25 - 45","M","Male",0
1,"High",8,"African-American","25 - 45","F","Male",6
1,"High",10,"African-American","Less than 25","F","Female",2
0,"High",9,"African-American","Less than 25","F","Female",7
0,"Low",1,"Caucasian","25 - 45","M","Male",0
0,"Low",4,"Caucasian","Less than 25","M","Female",1
0,"Low",1,"Caucasian","Greater than 45","F","Male",1
0,"Low",1,"Caucasian","25 - 45","F","Female",0
1,"High",10,"African-American","25 - 45","F","Male",13
1,"High",9,"African-American","25 - 45","M","Male",27
0,"Low",1,"Caucasian","Greater than 45","F","Male",2
0,"Low",1,"Caucasian","25 - 45","F","Male",0
0,"Medium",6,"African-American","Less than 25","M","Male",0
1,"High",9,"African-American","25 - 45","M","Female",9
0,"Low",4,"Caucasian","Greater than 45","F","Male",3
0,"Medium",7,"Caucasian","Less than 25","F","Male",1
1,"Low",2,"African-American","Greater than 45","F","Male",3
1,"Low",3,"Caucasian","25 - 45","M","Male",0
1,"Low",2,"African-American","25 - 45","F","Male",6
0,"High",10,"African-American","25 - 45","M","Male",6
0,"Low",4,"African-American","25 - 45","M","Male",0
0,"Low",3,"Caucasian","Greater than 45","M","Male",3
0,"Low",4,"African-American","25 - 45","M","Female",1
1,"Low",3,"Caucasian","25 - 45","F","Female",3
0,"High",8,"African-American","Less than 25","F","Male",0
1,"Low",4,"Caucasian","Less than 25","F","Male",1
0,"Low",2,"African-American","25 - 45","M","Female",0
0,"Low",1,"African-American","25 - 45","F","Male",2
0,"Low",2,"Caucasian","Less than 25","F","Male",0
0,"High",8,"African-American","Greater than 45","F","Male",4
1,"High",8,"Caucasian","Less than 25","M","Male",4
0,"High",9,"African-American","25 - 45","F","Male",2
0,"Low",1,"African-American","25 - 45","F","Male",0
1,"Medium",7,"African-American","Less than 25","F","Male",5
1,"Medium",7,"African-American","Less than 25","M","Male",0
0,"Low",4,"African-American","Less than 25","F","Male",0
0,"Medium",7,"African-American","25 - 45","M","Male",2
0,"Low",2,"African-American","25 - 45","M","Female",0
0,"Medium",6,"African-American","25 - 45","F","Male",2
0,"Low",1,"Caucasian","25 - 45","M","Male",1
1,"Medium",6,"African-American","Less than 25","F","Male",1
1,"Low",3,"African-American","25 - 45","F","Female",0
0,"Low",3,"African-American","Less than 25","F","Male",0
0,"Medium",7,"Caucasian","Less than 25","M","Female",7
1,"Low",2,"African-American","25 - 45","F","Male",6
0,"High",9,"African-American","Less than 25","F","Female",1
1,"Medium",5,"African-American","25 - 45","F","Male",8
1,"Low",4,"African-American","25 - 45","F","Male",2
0,"Low",1,"Caucasian","25 - 45","M","Male",0
1,"High",10,"African-American","Less than 25","F","Male",8
0,"Low",1,"Caucasian","Greater than 45","M","Female",0
1,"Medium",6,"Caucasian","Less than 25","F","Male",1
0,"Low",4,"African-American","Less than 25","M","Male",0
0,"Low",1,"African-American","Greater than 45","F","Female",0
1,"Medium",5,"African-American","25 - 45","F","Female",0
0,"Low",2,"Caucasian","25 - 45","M","Male",0
0,"Low",4,"African-American","Less than 25","M","Female",1
1,"Medium",6,"African-American","Less than 25","F","Male",2
1,"Low",4,"African-American","Less than 25","F","Male",0
0,"Low",4,"Caucasian","Less than 25","F","Male",0
0,"Medium",7,"African-American","25 - 45","M","Male",3
1,"High",8,"African-American","Greater than 45","F","Male",12
1,"High",10,"African-American","Less than 25","F","Male",1
0,"High",10,"African-American","25 - 45","F","Male",1
1,"Medium",7,"African-American","Less than 25","M","Male",2
1,"Low",4,"African-American","25 - 45","F","Male",4
1,"Medium",6,"African-American","25 - 45","F","Male",11
0,"Low",2,"African-American","Less than 25","F","Male",0
1,"Low",4,"African-American","Less than 25","F","Female",1
1,"Low",4,"African-American","25 - 45","F","Male",3
1,"Medium",6,"African-American","25 - 45","F","Male",6
1,"Low",3,"African-American","25 - 45","M","Male",4
1,"Low",4,"Caucasian","25 - 45","F","Male",6
0,"Medium",5,"Caucasian","Greater than 45","F","Male",0
0,"Low",1,"Caucasian","25 - 45","M","Male",0
0,"Low",2,"African-American","25 - 45","M","Male",4
1,"Medium",6,"African-American","Less than 25","F","Male",3
1,"Low",2,"Caucasian","Greater than 45","M","Male",0
1,"Low",3,"African-American","25 - 45","F","Male",0
0,"Medium",6,"African-American","25 - 45","F","Male",0
1,"High",9,"Caucasian","Less than 25","F","Male",6
0,"High",10,"African-American","25 - 45","M","Male",11
0,"Low",2,"African-American","25 - 45","M","Male",2
0,"Low",2,"Caucasian","Greater than 45","M","Male",0
1,"High",10,"African-American","25 - 45","F","Male",7
1,"Medium",5,"African-American","Less than 25","F","Female",0
0,"Low",1,"African-American","Greater than 45","M","Male",2
1,"Low",2,"African-American","25 - 45","F","Male",2
0,"Medium",5,"Caucasian","Greater than 45","M","Male",27
1,"Medium",5,"Caucasian","25 - 45","F","Male",0
0,"Low",2,"Caucasian","25 - 45","M","Male",1
0,"Low",1,"African-American","25 - 45","F","Male",0
1,"Medium",7,"African-American","25 - 45","F","Male",2
0,"High",9,"African-American","25 - 45","F","Male",8
1,"High",9,"African-American","25 - 45","F","Female",5
1,"Low",3,"African-American","25 - 45","F","Female",2
1,"Medium",5,"African-American","25 - 45","F","Male",2
0,"Low",4,"African-American","25 - 45","M","Male",2
1,"Low",4,"Caucasian","25 - 45","M","Male",6
0,"Medium",5,"African-American","Greater than 45","F","Male",20
0,"Low",2,"Caucasian","25 - 45","F","Male",0
0,"Low",2,"Caucasian","Greater than 45","F","Male",0
1,"Low",4,"Caucasian","25 - 45","M","Male",1
0,"Low",1,"Caucasian","Greater than 45","F","Male",0
0,"Medium",5,"African-American","25 - 45","M","Male",2
0,"Low",2,"African-American","Greater than 45","F","Female",3
0,"Low",1,"African-American","Greater than 45","F","Male",0
0,"Low",1,"Caucasian","25 - 45","M","Female",0
1,"High",8,"African-American","25 - 45","F","Male",10
0,"Low",1,"African-American","Greater than 45","M","Male",0
1,"Low",3,"Caucasian","25 - 45","F","Male",1
1,"Medium",6,"African-American","Greater than 45","F","Female",0
1,"Low",1,"African-American","Greater than 45","M","Male",1
1,"High",10,"African-American","Less than 25","F","Male",2
1,"Low",3,"African-American","Greater than 45","F","Male",4
0,"Low",2,"Caucasian","Greater than 45","F","Male",3
0,"High",9,"African-American","25 - 45","F","Male",15
1,"High",9,"African-American","Less than 25","F","Male",8
0,"Low",2,"Caucasian","25 - 45","F","Male",2
1,"Low",1,"African-American","25 - 45","M","Male",1
1,"Low",4,"African-American","25 - 45","M","Male",9
0,"Low",3,"African-American","25 - 45","F","Male",6
0,"High",10,"African-American","25 - 45","M","Male",1
0,"Medium",6,"African-American","Greater than 45","M","Male",12
1,"Medium",6,"African-American","Greater than 45","M","Male",0
1,"Low",1,"African-American","25 - 45","F","Male",3
1,"Medium",5,"Caucasian","Less than 25","F","Male",1
0,"Low",1,"Caucasian","Greater than 45","M","Female",0
1,"Low",4,"African-American","25 - 45","F","Male",7
0,"Medium",7,"African-American","Less than 25","F","Female",0
0,"Low",4,"African-American","25 - 45","F","Male",8
0,"Medium",6,"African-American","25 - 45","F","Male",9
0,"Low",1,"African-American","25 - 45","M","Male",1
0,"Low",2,"African-American","25 - 45","F","Male",1
